num,magazine_tag_list,magazine_id
8629,"['브런치북', '영어', '영어회화', '영어스피킹']",27973
8630,"['관계', '퇴사', '유학']",15446
8631,"['아빠육아', '아빠의육아', '아빠육아일기']",8398
8632,"['여행', '에세이', '독일']",8399
8633,"['문학', '글', '습작']",8395
8634,"['여행', '하와이', '미국']",8397
8635,"['사춘기', '에세이', '시']",8390
8636,"['반려동물', '강아지', '반려견']",8391
8637,"['안드로이드', '어플리케이션', '웹']",8392
8638,"['여행', '디자인', '디자이너']",15445
8639,"['생각', '마음', '시간']",34381
8640,"['여자', '임신', '난임']",36315
8641,"['캘리포니아', '이민기']",36316
8642,['인생철학'],30680
8643,['엔터테인먼트'],28205
8644,"['브런치북', '에세이', '감성에세이', '음악에세이']",28204
8645,"['브런치북', '사진', '감성사진', '사진집']",28207
8646,"['트렌드', '해외', '식품']",28206
8647,"['로시', '로도', '로솔']",28201
8648,"['낙서', '끄적임', '잡담']",34901
8649,"['어플', '앱', '어플리케이션']",28203
8650,"['브런치북', '여행', '여행에세이', '영국']",25553
8651,"['기억', '추억', '과거']",30683
8652,"['커피', '철학자', '지커피']",22468
8653,"['인디음악', '심리', '상명학']",22466
8654,"['생각', '기억', '단상']",22465
8655,['얍'],22463
8656,"['Paris에서살기', 'Parisienne', '파리지엔느']",30686
8657,"['에세이', '독립출판', '고민']",26379
8658,"['HR', 'HR에관한엉뚱한상상', 'connecting']",26377
8659,"['리뷰', '호텔', '호텔리뷰']",26375
8660,"['에세이', '일기', '스타트업']",26374
8661,"['camino', '카미노', '카미노산티아고']",26373
8662,"['푸드에세이', '음식이야기', '음식에세이']",26372
8663,"['일상', '시']",15442
8664,"['브런치북', '가죽공예', '제작과정', '가방만들기']",32529
8665,"['감성여행', '힐링여행', '황교진']",32528
8666,"['데이터', '스타트업', '불편']",32526
8667,"['에세이', '산책엽서', '산책일기']",32524
8668,"['에세이', '불안', '사회생활']",32523
8669,"['에세이', '음악', '음악에세이']",40028
8670,"['UX', 'design', 'AI']",23362
8671,"['여행', '맥주', '영국']",25118
8672,"['삶', '개신교', '예배']",25119
8673,"['국내여행', '세계여행', '여행기']",25116
8674,"['책', '책리뷰', '서평']",25117
8675,"['가치있는시행착오', '3일주기인생설계', '스테디미라클석세스']",25114
8676,['시'],25115
8677,"['영화', '장항준', '기억의밤']",25110
8678,"['브런치북', '육아에세이', '그림일기', '육아툰']",25111
8679,['에세이'],28347
8680,"['영어공부', '영문법']",2443
8681,"['브런치북', '에세이', '여행에세이', '감성에세이']",2440
8682,"['영화', '음악', '영화음악']",2446
8683,"['에세이', '작업실', '자아실현']",2447
8684,"['인도', '히말라야', '트레킹']",2444
8685,"['브런치북', '중년', '즐기는삶', '가꾸는시간']",2448
8686,"['여행', '해외여행', '배낭여행']",9639
8687,"['에세이', '사진', '사진에세이']",9631
8688,"['브런치북', '시', '세상', '감정']",9632
8689,"['시사', '상식', '지식']",9633
8690,"['꿈', '단편소설', '피아노맨']",9634
8691,"['리뷰', '영화', '설명']",9636
8692,"['소설', '이야기']",9637
8693,"['할머니', '수필', '치매']",37009
8694,"['국내여행', '목욕']",37006
8695,"['브런치북', '에세이', '감성', '개인주의']",37005
8696,"['브런치북', '페미니즘', '여성혐오', '한남']",37003
8697,"['사랑', '독서', '서평']",3348
8698,['poets'],3349
8699,"['단상', '통찰', '연결']",3342
8700,"['일상', '사랑', '일기']",3341
8701,"['키덜트', '장난감', '수집']",3346
8702,"['오덕', 'otaku', '메이커']",3347
8703,"['그림책', '독서', '동화']",30259
8704,"['다이어트', '채식', '채식식단']",30257
8705,"['일상', '프로젝트', '양말']",30253
8706,"['책리뷰', '책추천', '도서추천']",30252
8707,"['영어', '영작', '영어작문']",4259
8708,"['청춘', '일상에세이', '손그림']",31129
8709,"['에세이', '직장인', '회사원일기']",4251
8710,"['영어공부', '영어', '영어문법']",4250
8711,"['문학', '에세이', '노운아']",31124
8712,"['배낭여행', '파키스탄', '중앙아시아']",31125
8713,"['에세이', '감성글', '감성에세이']",31122
8714,"['독서', '서평', '북리뷰']",4254
8715,"['도서', '월간윤종신', '한달에두권']",31120
8716,"['워킹홀리데이', 'victoria', '도무와츄츄']",4256
8717,['생태학자'],27436
8718,"['육아', '에세이', '아이']",12211
8719,"['배낭여행', '일본여행', '대마도']",25949
8720,['책'],29614
8721,"['일상', '에세이', '생각']",29617
8722,"['경영', '기업문화', '회사언어번역기']",29616
8723,"['브런치북', '리투아니아', '해외생활', '한국학']",29611
8724,"['직장생활', '직장인에세이']",29610
8725,"['여행', '게스트하우스', '숙박업']",29612
8726,"['그림', '시', '꽃말']",25940
8727,"['순간', '호시절']",25943
8728,['브런치'],25942
8729,"['공감글', '좋은글', '감성글귀']",29619
8730,"['육아', '아빠', '성장']",29618
8731,"['경제', '경영', '경제경영']",25947
8732,"['예술', '교육', '마을온예술소식지']",23477
8733,"['책', '독후감', '독서']",3836
8734,"['말', '한국어', '국어']",23474
8735,"['여행', '남미', '남아메리카']",3830
8736,"['예술', '미학']",3831
8737,"['브런치북', '우울증', '공황장애', '강박증']",23471
8738,"['일상', 'UX', '사용자경험']",3838
8739,"['심리', '직장', '커뮤니케이션']",23479
8740,"['소설', '단편소설', '달빛사냥꾼']",23478
8741,"['대만', 'taiwan', '타이완']",12219
8742,"['디자인', '브랜딩', 'CI']",35337
8743,"['카카오모빌리티', '카카오내비', '내비게이션']",35335
8744,"['카카오모빌리티', '카카오T', '카카오티']",35334
8745,"['카카오모빌리티', '카카오T', '카카오내비']",35333
8746,"['브런치북', '기도', '청년', '시편']",35331
8747,"['브런치북', '에세이', '사적인시선', '삶의한순간']",35330
8748,"['일상', '에세이', '디자인']",35339
8749,"['책', '전시', '공연']",32646
8750,"['에세이', '수필', '상념']",32647
8751,"['에세이', '생각']",32645
8752,"['리뷰', '영화']",32643
8753,"['광고', '마케팅', '브랜딩']",32640
8754,"['영화', '전시', '도서']",32641
8755,"['영화', '일러스트', '후기']",32648
8756,"['혈허', '장누수', '세포살리기']",32649
8757,"['광고', '홍보', 'ad']",6143
8758,"['직장생활', '커리어우먼', '평생직업']",6142
8759,"['일상', '감성사진', '단상']",6147
8760,"['일본여행', '일본맛집', '일본먹방']",6146
8761,"['직장인', '생존', '처세술']",22707
8762,"['영어', '수능', '독해']",22704
8763,"['브런치북', '에세이', '심리', '한의사']",22703
8764,"['startup', 'business', 'blockchain']",22701
8765,"['제주', '일상', '카페']",22709
8766,"['청년', '공유공간벌집', '코워킹스페이스']",4743
8767,"['도쿄', '크래프트맥주', '내추럴와인']",42933
8768,"['다이어트', '운동', '비만']",42930
8769,"['스포츠', '칼럼', 'NBA']",42937
8770,"['스포츠', 'NBA', '농구']",42936
8771,"['브런치북', '건축', '까페', '지안기행']",38421
8772,"['브런치북', '글쓰기', '소설', '에세이']",38423
8773,['위클리매거진'],38424
8774,"['커피', '커피브루잉']",38425
8775,"['옥상공방', '목공예']",38427
8776,"['취미', '일상', '잡담']",38428
8777,"['소설', '글', '단편']",29344
8778,"['브런치북', '일상', '책', '자전적에세이']",4538
8779,['일기'],4537
8780,"['기억', '수필']",4530
8781,"['웨이신', '위챗', '微信']",4531
8782,"['에세이', '시', '가사']",4532
8783,"['해외여행', '여행에세이', '배낭여행']",33199
8784,"['디자인씽킹', '트리즈', '발명왕토리즈']",33191
8785,"['취업', '직장인일기', '인턴일기']",33195
8786,"['소설', '단편', '레이터씨']",33194
8787,"['문학', '시', '시집']",33197
8788,"['교환학생', '유학생일기', '싱가포르']",33196
8789,"['여행', '미국']",16943
8790,"['여행', '문학', '세계여행']",36016
8791,['위클리매거진'],36015
8792,"['브런치북', '청년', '북한', '탈북']",36014
8793,"['캐나다', '워킹홀리데이', '토론토']",36012
8794,"['여행', '에세이', '삶']",36011
8795,"['여기어때', '블랙PICK', '프리미엄숙소']",36010
8796,"['전문가', '스터디', '북저널리즘']",36019
8797,"['여기어때', '프리미엄숙소', '블랙에디터노트']",36018
8798,"['브런치북', '그림그리기', '예가아틀리에', '성인취미미술']",39773
8799,"['브런치북', '단편소설', '음악소설', '소설집']",39772
8800,"['브런치북', '퇴사', 'MBA', 'insead']",39771
8801,"['브런치북', '이직', '아마존', '삼성전자']",39770
8802,"['영어공부', '영어', '미국']",39777
8803,"['브런치북', '커리어', 'resume', '이력서']",39776
8804,"['브런치북', '감성에세이', '마흔', '애상']",39775
8805,"['지혜', '변화와성장', '진현진컨설턴트']",39779
8806,"['브런치북', '심리상담']",39778
8807,"['MBC', '청년시청자위원', 'M씽크']",41770
8808,"['그림', '강아지', '일러스트']",41771
8809,['라디오'],12956
8810,"['육아', '엄마', '워킹맘']",41773
8811,"['요리', '남편', '식탁']",12950
8812,"['재테크', '부동산', '부동산경매']",41779
8813,"['여행', '에세이', '사진']",7069
8814,"['단상', '끄적', '단편적인']",7068
8815,"['에세이', '인생', '고민']",7066
8816,"['소설', '포르노', '함무라비']",7065
8817,"['소설', '엽편소설', '짧은소설']",7064
8818,"['여행', '유럽', '유럽여행']",7063
8819,"['에세이', '수필', '일상에세이']",7062
8820,"['일상', '에세이', '소심']",7061
8821,"['브런치북', '일상이야기']",18620
8822,"['여행', '일기', '여행기']",33226
8823,"['에세이', '양극성장애', '정신장애']",37765
8824,"['글쓰기', '에세이', '책쓰기']",33223
8825,"['몰타', '몰타여행', '몽땅몰타']",37763
8826,"['자기계발', '공부', '시험']",33221
8827,"['직장인', '인터뷰', '스타트업']",37761
8828,"['에세이', '이별', '상처']",18628
8829,"['생각', '행복', '인생']",18629
8830,"['스타트업', '참쉬운', '데이나']",33229
8831,"['브런치북', '주말농장', '텃밭', '도시농부']",33228
8832,"['패션', '디자이너', '패션산업']",12482
8833,"['여행', '여행사진', '여행에세이']",30757
8834,"['재테크', '투자', '포트폴리오']",6963
8835,"['마케팅', '브랜드', '공연']",6962
8836,"['UX', 'Tech', '인지과학']",30752
8837,"['단상', '습작', '자유글']",15455
8838,"['시', '끄적임', '일러스트']",8158
8839,"['성경', '성경묵상', '인문고전']",12485
8840,"['재미의기록', 'rods']",15458
8841,"['지속가능한소비', '지속가능한패션', '사람다운삶']",15459
8842,"['고양이', '반려동물', '일러스트']",12488
8843,"['음악추천', '팝음악추천', '가요추천']",12489
8844,"['인서울', '지방소도시', '청년직업']",8152
8845,"['생각', '칼럼']",8150
8846,"['브런치북', '워킹홀리데이', '호주', '호주일기']",30759
8847,"['브런치북', '마케팅인사이트']",40795
8848,"['브런치북', '영화', '인사이트', '인생철학']",40794
8849,"['브런치북', '일상', '에세이', '생각']",40797
8850,"['브런치북', '마케팅', '디지털마케팅', '브랜딩']",40790
8851,"['영화', '책']",40793
8852,"['브런치북', '커리어', '직업', '프리랜서']",40792
8853,"['브런치북', '에세이', '번역가', '우울증']",40798
8854,"['드라마리뷰', '인생드라마']",40423
8855,"['브런치북', '엄마', '퇴사', '엄마퇴사']",40422
8856,"['크리에이터', '브런치작가', '유튜브크리에이터']",40420
8857,"['브런치북', '스타트업', '인사', '영업']",40425
8858,"['브런치북', '음악', '가사', '쓰다']",40429
8859,"['사랑하는', '사람들을', '바라보는시선']",14505
8860,"['리더십', '서번트리더십', '섬기는리더십']",14504
8861,"['글쓰기', '작가']",14506
8862,"['웹취약점', '웹해킹', '웹보안']",14501
8863,"['비트메이킹', '비트찍지못한자']",14500
8864,"['영화', '책', '공연전시']",14502
8865,['멋진하루'],14508
8866,"['에세이', '퇴사', '요가']",38164
8867,"['IT', '뉴스', '소식']",38167
8868,"['인도', '인디아', '델리']",38161
8869,"['IT트렌드', 'IT산업', '4차산업혁명']",38163
8870,"['동시마중', '시인동네', '좋은동시']",38168
8871,"['리뷰', '영화', '책']",43211
8872,"['영화', '영화이야기', '영화정보']",43210
8873,"['육아', '에세이', '워킹맘']",43213
8874,"['일상', '일기', '수필']",43212
8875,"['그림', '자연', '일러스트']",43219
8876,"['단편소설', '음악', '노래']",43218
8877,"['듣다', '느리게살기', '읽기보기']",11368
8878,"['세계여행', '크로아티아']",11366
8879,"['도쿄', '도쿄여행']",11362
8880,"['여행', '에세이', '사진']",11361
8881,"['시사', '정치', '정치인']",19179
8882,"['자연', '미술', '감성']",19178
8883,"['삶', '행복', '인생']",19173
8884,"['프레젠테이션', '스피치', '발표']",19172
8885,['김대균'],19171
8886,['골목이야기'],19170
8887,['기술경영'],19176
8888,"['영국워킹홀리데이', '영국워홀', '런던일상']",19175
8889,"['여행', '유럽여행', '일본여행']",19281
8890,"['devops', 'AWS', '아마존클라우드']",19283
8891,"['브런치북', '에세이', '여행에세이', '열쇠고리']",19282
8892,['육아'],19284
8893,"['공부', '대학원', '관광학']",19287
8894,['낙서'],19286
8895,['독서'],19288
8896,"['책읽기', '화장실', '사진집']",46067
8897,"['박근혜', '최순실', '특별검사']",16837
8898,"['일상', '가치관', '도전']",16836
8899,"['에세이', '삶', '인생']",19827
8900,"['SUA', '건자까', '그림육아일기']",19826
8901,"['사회', '이슈', '사회비평']",16833
8902,"['국내여행', '여행사진', '여행에세이']",19820
8903,"['리뷰', '책', '독서']",16831
8904,"['영화', '영화리뷰']",7847
8905,"['사진', '산문', '계절']",7846
8906,"['여행에세이', '미국여행', '뉴올리언스']",19829
8907,"['변호사', '법률', '의료사고']",7840
8908,"['핀테크', '핀다', 'Finda']",16838
8909,"['김한중교수', '무관심', '교육학박사']",12105
8910,"['it', '맥', '하드웨어']",12104
8911,"['일상', '에세이', '일기']",12102
8912,"['육아', '집', '건축디자인']",12101
8913,"['육아', '딸', '마주이야기']",12100
8914,"['꿈', '에세이', '청춘']",9344
8915,['냉동공학'],9345
8916,"['천도교', '동학', '개벽']",9346
8917,"['디지털노마드', '스마트스토어', '중국구매대행']",46685
8918,"['여행', '에세이', '배낭여행']",21704
8919,"['일상', '에세이', '감성']",21703
8920,"['추억', '웃기는이야기']",21702
8921,"['구직', '헤드헌팅', '구인']",21701
8922,"['문학', '작가', '인터뷰']",21700
8923,"['브런치북', '마케팅', '브랜드매니저', '실전']",21709
8924,"['프랑스', '리옹', '유럽일상']",8051
8925,"['책', '독서', '서평']",44683
8926,"['취향', '문토', '소셜살롱']",44682
8927,"['취향', '문토', '소셜살롱']",44681
8928,"['취향', '문토', '소셜살롱']",44680
8929,"['100일', '100일프로젝트', '100일도전']",44686
8930,"['에세이', '수필', '중고']",44685
8931,"['삶', '기획자', '커뮤니케이션']",26957
8932,"['에세이', '수필', '감성에세이']",44689
8933,"['정치', '아렌트', '문빠']",26954
8934,"['그냥', '사는얘기', '저장']",26953
8935,"['에세이', '명상', '그리움']",26950
8936,"['가족', '결혼', '이혼']",1973
8937,"['브런치북', '시']",1972
8938,"['일기', '생활에세이', '긴글']",1970
8939,"['브런치북', '여행기', '유럽여행', '퇴직']",13276
8940,"['삶', '소망', '꿈꾸는것']",13277
8941,"['프로그래밍', '디지털노마드', '원격근무']",13274
8942,"['일상', '내이야기']",13272
8943,"['그림', '도시', '도시재생']",13273
8944,"['일상', '드로잉', '그림에세이']",45088
8945,"['일상', '그림일기', '일러스트']",43706
8946,"['그림', '일상', '에세이']",45086
8947,"['디자인', '디자이너', '디자인이해']",45084
8948,"['문장', '오늘의문장', '좋은문장']",45085
8949,"['소설', '이야기', '픽션']",45082
8950,"['고민', '조언', '대학원']",45083
8951,"['여행', '에세이', '여행에세이']",45080
8952,"['디자인', '비전공자', 'uxui']",43704
8953,"['일상', '삶', '생각']",2848
8954,['국내여행'],2849
8955,"['독서', '서평', '책소개']",2846
8956,"['연애', '카네기', '인간관계론']",2847
8957,"['문학', '글', '감성에세이']",44353
8958,"['브런치북', '생각', '퇴사', '자존감']",2845
8959,"['딴짓', '사이드허슬러', '회사밖플젝']",44355
8960,"['육아', '가족', '일러스트']",2843
8961,"['브런치북', '영화', '연극', '책']",2840
8962,"['감성에세이', '서른', '마흔']",44356
8963,"['에세이', '책', '독서']",28502
8964,"['철학', '심리학', '사회학']",28503
8965,"['이방인', '느리게', '그도시만의매력발견']",28506
8966,"['인생힐링', '영혼의치유', '라오스인과함께']",28507
8967,"['일상', '에세이', '생각']",28504
8968,"['창업', '청년', 'stew']",28505
8969,"['여행', '해외여행', '홀로여행']",28508
8970,"['감성사진', '제주도사진', '마인드그라피']",20075
8971,"['취미', '여행', '사진']",20070
8972,"['마음', '커뮤니케이션', '로봇']",20071
8973,"['심리', '미디어', '소비']",20078
8974,"['라이딩', '서울근교', '여성라이딩']",26676
8975,"['정원예술학교', '정원디자인', '정원문화산책']",14132
8976,"['클래식', '번역', '음악용어']",28438
8977,"['여행', '가족', '남편']",1556
8978,"['맛집', '식당', '레스토랑']",28436
8979,"['일상', '그림일기', '예술가부부']",1558
8980,"['브런치북', '작가', '출판', '관찰기']",23670
8981,"['홍보', 'pr', '비영리']",23672
8982,"['직장인', '회사', '회사원']",23675
8983,"['책리뷰', '독서모임', '아그레아블독서모임']",23674
8984,"['카페', '기업민주화', '경제민주화']",23677
8985,"['브런치북', '여행기', '세계', '시각']",23676
8986,"['디지털노마드', '원데이노마드', '일하기좋은카페']",23679
8987,"['전자책', '웹툰', '1인출판']",27701
8988,"['영화', '베이커리']",27700
8989,['위클리매거진'],27702
8990,"['워킹홀리데이만화', '도쿄워홀', '일본워킹홀리데이']",27707
8991,"['컨설팅', '마케팅사례', '소상공인컨설팅']",27709
8992,"['영화리뷰', '영화평', '관람기']",27708
8993,"['위로', '우울증', '심리에세이']",15591
8994,"['여행', '디자이너', 'bonbo']",15590
8995,"['실험', '창업', '청년']",35131
8996,"['남녀심리', '남녀탐구', '남녀탐구생활']",35130
8997,['온갖것에대한주관'],35133
8998,"['독서', '책읽기', '책모임']",35132
8999,"['영어', '번역', '통역']",35135
9000,['미니멀리스트'],35134
9001,"['여행', '해외여행', '자유여행']",35137
9002,['채식'],35136
9003,"['칼럼', '청년칼럼']",35139
9004,"['일상', '에세이']",35138
9005,"['브런치북', '독서', '북리뷰', '치유']",32483
9006,"['아버지', '히말라야', '아들']",32488
9007,"['리더십', '강점리더십', '태니지먼트리더십']",32489
9008,['단문'],8457
9009,['Americano'],8456
9010,"['자영업', '장사', '장사의원리']",8454
9011,"['일기', '그림일기', '일러스트레이션']",8452
9012,"['일상', '글쓰기', '봉현']",8451
9013,"['브런치북', '소설', '인간', '죄']",8459
9014,"['사랑', '청춘', '가족']",35689
9015,"['의경', '탄핵', '촛불']",35688
9016,"['에세이', '감성글', '편지']",35685
9017,"['에세이', '직장인', '인생']",31567
9018,"['배낭여행', '여행매거진', '만국유람기']",31562
9019,"['여행', '발리', '한달살기']",25635
9020,"['brunch', 'food']",25634
9021,"['일', '스타트업', '여성']",25633
9022,['디자인역사'],25632
9023,"['일상', '에세이', '사진']",25630
9024,"['기록', '일상', '생각']",24948
9025,"['리뷰', '독서', '서평']",24946
9026,"['회사', '직장', 'PR']",24947
9027,"['창의성', '트리즈씽킹', '문학속창의성']",24944
9028,"['여행', '에세이', '생활']",24945
9029,"['자기계발', '동기부여', '모티베이션']",24942
9030,"['술', '연애', '인생']",24943
9031,"['읽을거리', '추천글', '추천콘텐츠']",24941
9032,"['일기', '연애', '산문']",14676
9033,"['여행', '마을여행', '시골여행']",14675
9034,"['여행', '공감에세이', '내마음']",25093
9035,"['일상', '에세이', '감성']",25091
9036,"['성장소설', '제인에어', '여덟살에서아홉살로']",25097
9037,"['포토에세이', '사진에세이', '인도여행에세이']",25096
9038,"['창업', '기획자', '문과생']",25095
9039,"['편지', '심리', '지혜']",25094
9040,"['다큐', '강연', '컨퍼런스']",25099
9041,"['일상', '글쓰기', '작가']",36566
9042,"['에세이', '일기', '서평']",36565
9043,"['동물', '생태여행', '동물행동학']",36564
9044,['가족에세이'],36563
9045,"['단상', '서천석']",20915
9046,"['여행', '해외여행', '여행팁']",20914
9047,"['일상', '에세이', '수필']",20917
9048,"['직장인', '공감', '출근하자마자퇴근하고']",20911
9049,"['고양이', '그림일기', 'cafe']",20913
9050,"['창업', '기업가정신', '소셜벤처']",20912
9051,"['아이와함께', '쉬운요리', '아빠랑']",20919
9052,"['독서', '책리뷰', '서평']",20918
9053,"['사진', 'NGO', '캄보디아']",17470
9054,"['여행', '첫사랑', '연애']",33425
9055,"['유럽', '프랑스', '파리']",33424
9056,"['일상', '생각', '고민']",33427
9057,"['영화', '책', '문화']",33426
9058,"['지역문화', '광진문화연구소', '문화네트워크']",33429
9059,"['사랑', '시', '노래']",33428
9060,"['육아', '태교', '임신']",30190
9061,"['브런치북', '사랑', '시', '이별']",30191
9062,"['영양', '음식', '식품']",30192
9063,['사랑'],15611
9064,"['영화', '사건']",30194
9065,['맥아더스쿨'],15617
9066,"['빛깔', '이호수']",15614
9067,"['에세이', '감성', '글귀']",18399
9068,['스타트업'],37218
9069,['위클리매거진'],37217
9070,"['웨어러블', '패션테크', '스마트패션']",18393
9071,"['여행', '카우치서핑']",37213
9072,"['브런치북', '에세이', '생각', '일상에세이']",18396
9073,"['삶', '신혼', '브라이스와줄리']",39368
9074,"['사랑', '연애']",39361
9075,"['유튜브', '영상제작', '비디오스크라이브']",39362
9076,"['이야기', '심리', '인류학']",39367
9077,"['일상', '어떤날', '글이되지못한말들']",36659
9078,"['평온', '안정', '자기합리화']",4358
9079,"['일', '경험', '회사']",4359
9080,"['story', 'tea', 'taste']",4354
9081,"['리뷰', '책', '독서']",4355
9082,"['단상', 'Rock', '끄적거림']",4350
9083,"['리뷰', '영화', '영화리뷰']",4351
9084,"['세계여행', '여행사진', '공감여행']",4352
9085,"['연애심리', '파티', '솔로탈출']",4353
9086,"['마음', '30대', '1986']",23704
9087,"['사진일기', '워킹홀리데이', '덴마크']",23702
9088,"['시사', '뉴스', '칼럼']",6424
9089,"['새벽', '새벽을깨우자', '미래준비']",6420
9090,"['광주', '광주민주화운동', '518민주화운동']",43949
9091,['위클리매거진'],43948
9092,"['일기', '우울증', '동행기']",43945
9093,"['중국생활', '중국비지니스', '중국에서살기']",43944
9094,"['일상기록', '낯설게보기', '나다운사유']",43946
9095,"['집', '1인가구', '자취']",43941
9096,['위클리매거진'],43940
9097,"['일기', '쉰', '쉰소리']",43943
9098,"['여행', '파리', '크로아티아']",43942
9099,"['여행', '캠핑카', '카니발']",42019
9100,"['일상', '디테일', '작은역사']",42010
9101,"['영화', '패션', '영화의상']",42011
9102,"['일상', '카페', '커피']",42012
9103,"['요가', '플라잉요가', '에어리얼요가']",42014
9104,"['글쓰기', '글모임', '윤문하다']",42015
9105,"['아프리카', '언론', '우간다']",42016
9106,"['취업', '기업분석', '자소서']",45226
9107,"['글쓰기', '도전', '콤플렉스']",45224
9108,"['독일', '새댁', '독일살이']",45248
9109,"['일상', '에세이', '관찰']",45249
9110,"['에세이', '군대', '군인']",45240
9111,"['브랜딩', '온라인', '한일부부']",45242
9112,"['육아', '한국생활', '한일']",45244
9113,"['영화', '상징', '기호학']",45245
9114,"['디자인', 'ux', 'ui']",45246
9115,"['한국생활', '결혼', '한일부부']",45247
9116,"['산문', '요가', '드라마작가']",44119
9117,"['유방암', '독박육아', '독박투병']",44113
9118,"['데이터드리븐', '애널리틱스', 'bi']",44112
9119,"['뷰티', '화장품', '코덕']",44117
9120,"['직장인', '회사생활', '회사원']",44116
9121,"['에세이', '캘리그라피', '그림에세이']",44114
9122,"['브런치북', '한옥', '초가집', '민가보호']",41091
9123,"['브런치북', '감성에세이', '일상에세이', '책이야기']",41093
9124,"['디자인씽킹', '창의적문제해결', '기업운영을위한디자인']",41092
9125,"['브런치북', '삶', '시', '감성']",41095
9126,"['브런치북', '포르투', '포르투갈여행', '포르투갈소도시']",41094
9127,"['브런치북', '세계여행', '사진', '글']",41096
9128,"['브런치북', '일상', '에세이', '퇴사']",41099
9129,"['브런치북', '취향', '술', '김닿아']",41098
9130,"['취준생', '20대', '소소한삶']",18985
9131,"['network', 'study', '네트워크']",18984
9132,"['웨딩', '제주올레길', '계몽']",18986
9133,"['시', '감성글', '사랑시']",18981
9134,['브랜드'],18980
9135,"['감성일기', '새벽일기']",18982
9136,"['자기계발', '교육', '학습법']",18988
9137,"['여행', '문학', '에세이']",14208
9138,"['사랑', '가족']",14202
9139,"['일상', '여행', '별']",5496
9140,"['전자책', '출판', '공부']",14205
9141,"['일상', '에세이', '타인']",36606
9142,"['일상', '20대', '진로']",36607
9143,"['에세이', '감성', '환상문학']",36604
9144,"['공유오피스', '건축코워킹센터', '에이라운지']",36605
9145,"['만남', '사람', '인생']",36602
9146,"['고양이', '동화', '일러스트']",36600
9147,"['생각', '일기', '그냥가벼운글']",36601
9148,"['그림', '일상', '묵상']",36609
9149,"['책', '독서', '이야기']",41635
9150,"['사회', '에세이', '생각']",41634
9151,"['육아', '엄마', '공감육아에세이']",41637
9152,"['에세이', '가벼운이야기']",41636
9153,"['사랑', '삶', '감사']",41631
9154,"['채용', '취업이직', 'Staffing']",41630
9155,"['일기', '회사생활', '사회초년생']",41633
9156,"['책', '서평', '도서관']",41632
9157,"['일상', '에세이', '수필']",41639
9158,"['스타트업', '창업', '퇴사준비']",41638
9159,"['브런치북', '관찰', '발견', '관찰일기']",40320
9160,"['java', 'reactor', 'pivotal']",40321
9161,"['브런치북', '에세이', '일러스트', '짧은감상']",40322
9162,"['리뷰', '책', '독서']",40323
9163,"['브런치북', '여행글']",40324
9164,"['브런치북', '일상의소리']",40325
9165,"['브런치북', '스웨덴은처음이야']",40326
9166,"['브런치북', '사랑']",40328
9167,"['브런치북', '여행', '베트남', '한달살기']",40329
9168,"['문학', '사회', '책']",29925
9169,"['영화', 'TV', '노래']",29923
9170,"['브런치북', '직장인', '그림일기', '일러스트']",29922
9171,"['브런치북', '여행', '퇴사', '성찰']",29921
9172,"['Art', 'Science', 'Engineerin']",29920
9173,"['영화', '애니메이션', '인생']",15555
9174,"['남미여행', '여자혼자']",8290
9175,['독후감'],15557
9176,['자기계발'],8292
9177,"['일상', '시', '우는소리']",15550
9178,"['일상', '삶', '마음']",15553
9179,"['사랑', '이별', '우리이별했어요']",8296
9180,"['학교', '교사', '교실']",8298
9181,"['여행', '방학', '여행방학']",15559
9182,"['세계여행', '항공뉴스', '호텔뉴스']",30805
9183,"['브런치북', '밑줄', '필사', '문장들']",34385
9184,"['홈베이킹', '야매베이킹', '야미야매빵']",15561
9185,"['피렌체', '이탈리아', '로마']",31186
9186,"['꼰대', '리더십', '조직문화']",30800
9187,"['사회복지', '여성주의', '필수지식']",30801
9188,"['서평', '점심', '문학책']",26897
9189,"['기술', '비개발자']",26892
9190,"['에세이', '비장애인', '장애인가족']",44805
9191,"['영화', '영화감상', '토론']",44807
9192,"['일상', '에세이', '공감']",44806
9193,['여행'],44800
9194,"['역사', '직장', '융합']",7560
9195,"['일상', '에세이', '나']",44809
9196,"['스케치', '감성', '그림일기']",44808
9197,"['매거진', '단상집']",7568
9198,"['에세이', '이야기', '철학']",7569
9199,"['중국', '중국여행', '중국문화']",19328
9200,"['일러스트', '감성그림']",19329
9201,"['그림', '일러스트', '글에세이']",19322
9202,"['20대', '스타트업', '창업']",19323
9203,"['여행', '유럽', '일러스트']",19320
9204,"['디지털피아노', '중고피아노', '파아노']",19321
9205,"['맥', 'mac', 'macos']",19326
9206,"['swift', '어플개발', '앱개발']",19327
9207,"['301books', '2b1w', '2book1week']",19324
9208,"['프리랜서', 'freelancer', 'atfree']",19325
9209,"['취미', '여행', '캠핑']",36990
9210,"['경제', '주식', '트레이딩']",13894
9211,"['사랑', '공감', '일러스트']",13895
9212,"['여행', '에세이', '세계일주']",13890
9213,"['교육', '배움', '수업']",13898
9214,['타향살이'],13899
9215,"['지솝우화', '어리석은이야기', '멍청한소리']",46188
9216,"['어학연수', '스페인', '스페인살이']",46183
9217,"['독립', '혼밥', '먹고살자']",43000
9218,"['카페', '생각', '경험']",43002
9219,['논문혼자쓰기'],43003
